City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tagusao,PH,2021-07-16 01:21:27,9.1924,117.8141,82.51,77,100,8.66
294,Lithgow,AU,2021-07-16 01:21:28,-33.4833,150.15,55.71,89,59,14.52
295,Acarau,BR,2021-07-16 01:21:28,-2.8856,-40.12,77.85,79,71,11.07
296,Lata,PT,2021-07-16 01:21:28,40.1629,-8.3327,76.05,42,5,3.62
297,Waycross,US,2021-07-16 01:21:28,31.2136,-82.354,80.85,84,100,6.22
298,Vestmannaeyjar,IS,2021-07-16 01:21:29,63.4427,-20.2734,51.6,91,100,19.86
299,Samarai,PG,2021-07-16 01:21:29,-10.6167,150.6667,81.59,85,10,10.94
300,Lubao,PH,2021-07-16 01:21:29,14.9167,120.55,84.15,71,72,2.77
301,Bandarbeyla,SO,2021-07-16 01:21:29,9.4942,50.8122,80.11,65,100,29.46
302,Nchelenge,ZM,2021-07-16 01:21:29,-9.3451,28.734,64.36,55,0,7.72
303,Kahului,US,2021-07-16 01:21:30,20.8947,-156.47,84.97,65,40,23.02
304,Faya,SA,2021-07-16 01:21:30,18.3851,42.4509,64.92,40,100,4.76
305,Caravelas,BR,2021-07-16 01:21:30,-17.7125,-39.2481,69.98,91,0,4.43
306,Souillac,MU,2021-07-16 01:21:30,-20.5167,57.5167,70.36,83,40,12.66
307,Wharton,US,2021-07-16 01:21:27,29.3116,-96.1027,84.9,74,1,6.91
308,French Harbor,HN,2021-07-16 01:21:31,16.35,-86.4333,82.99,88,20,5.99
309,Seoul,KR,2021-07-16 01:16:47,37.5683,126.9778,87.37,58,0,4.61
310,Golspie,GB,2021-07-16 01:21:31,57.9727,-3.978,62.15,84,8,4.34
311,Batemans Bay,AU,2021-07-16 01:21:31,-35.7167,150.1833,60.91,58,93,9.82
312,Taonan,CN,2021-07-16 01:21:31,45.3333,122.7833,83.01,67,86,13.69
313,Kayerkan,RU,2021-07-16 01:21:32,69.3497,87.7602,51.19,72,100,9.01
314,Nizhniy Odes,RU,2021-07-16 01:21:32,63.6445,54.856,57.25,83,16,4.16
315,Touros,BR,2021-07-16 01:18:51,-5.1989,-35.4608,76.1,85,5,11.56
316,Rundu,NA,2021-07-16 01:21:32,-17.9333,19.7667,53.71,59,4,7.83
317,Miandrivazo,MG,2021-07-16 01:21:32,-19.5167,45.4667,65.93,57,0,3.62
318,Roald,NO,2021-07-16 01:21:32,62.5833,6.1333,55.54,76,20,9.22
319,Wagar,SD,2021-07-16 01:21:33,16.1525,36.2032,79.2,70,86,18.41
320,Constitucion,CL,2021-07-16 01:21:33,-35.3333,-72.4167,49.35,84,16,9.19
321,Sulina,RO,2021-07-16 01:21:33,45.1559,29.6536,73.49,73,0,2.55
322,Kissamos,GR,2021-07-16 01:21:33,35.4939,23.6569,77.4,68,0,0.45
323,Lasa,IT,2021-07-16 01:21:34,46.6166,10.7002,54.86,93,100,2.8
324,Torbay,CA,2021-07-16 01:21:34,47.6666,-52.7314,61.57,85,40,17.27
325,Klaksvik,FO,2021-07-16 01:21:34,62.2266,-6.589,52.72,91,97,16.96
326,Sitka,US,2021-07-16 01:21:34,57.0531,-135.33,57.09,82,90,3.44
327,Manggar,ID,2021-07-16 01:21:35,-2.8833,108.2667,82.85,68,100,13.56
328,Baiyin,CN,2021-07-16 01:21:35,36.5583,104.2081,74.28,56,9,4.21
329,Port Macquarie,AU,2021-07-16 01:21:35,-31.4333,152.9167,71.38,54,40,9.35
330,Severomuysk,RU,2021-07-16 01:21:35,56.1481,113.4267,57.07,76,82,3.8
331,Aklavik,CA,2021-07-16 01:21:35,68.2191,-135.0107,56.12,29,100,3.13
332,Medeiros Neto,BR,2021-07-16 01:21:36,-17.3739,-40.2206,65.01,90,0,6.22
333,Trenggalek,ID,2021-07-16 01:21:36,-8.05,111.7167,75.25,86,100,6.53
334,Mackay,AU,2021-07-16 01:21:36,-21.15,149.2,83.05,77,4,14.97
335,Igarka,RU,2021-07-16 01:21:36,67.4667,86.5833,58.46,53,100,13.65
336,Shimoda,JP,2021-07-16 01:21:37,34.6667,138.95,82.76,77,98,9.57
337,Lae,PG,2021-07-16 01:21:37,-6.7221,146.9847,84.87,54,100,1.9
338,Dromolaxia,CY,2021-07-16 01:21:37,34.8761,33.586,85.24,75,20,5.75
339,Beringovskiy,RU,2021-07-16 01:21:37,63.05,179.3167,53.55,74,0,14.54
340,Tecoanapa,MX,2021-07-16 01:21:15,16.5167,-98.75,79.16,83,100,5.06
341,Hervey Bay,AU,2021-07-16 01:21:38,-25.2986,152.8535,79.03,81,5,11.99
342,Macea,RO,2021-07-16 01:21:38,46.3833,21.3,70.05,90,86,5.66
343,Nata,PA,2021-07-16 01:21:38,8.3333,-80.5167,80.47,83,5,10.11
344,Lamar,US,2021-07-16 01:21:38,33.6668,-95.5836,87.96,74,1,10.36
345,West Wendover,US,2021-07-16 01:21:38,40.7391,-114.0733,85.21,25,1,24.16
346,Esperance,AU,2021-07-16 01:21:39,-33.8667,121.9,55.24,77,69,25.32
347,Fallon,US,2021-07-16 01:21:39,39.4735,-118.7774,98.47,8,20,19.57
348,Presidencia Roque Saenz Pena,AR,2021-07-16 01:21:39,-26.7852,-60.4388,50.04,88,0,3.89
349,Luba,GQ,2021-07-16 01:21:39,3.4568,8.5547,73.29,87,100,9.35
350,New Port Richey,US,2021-07-16 01:17:56,28.2442,-82.7193,87.75,74,74,1.99
351,Yenagoa,NG,2021-07-16 01:21:39,4.9247,6.2642,74.86,92,100,4.32
352,Rincon,US,2021-07-16 01:16:50,32.296,-81.2354,82.85,74,90,6.91
353,Itarantim,BR,2021-07-16 01:21:40,-15.6597,-40.0656,63.0,93,0,1.5
354,Ancud,CL,2021-07-16 01:21:40,-41.8697,-73.8203,46.22,80,80,6.91
355,Hong Gai,VN,2021-07-16 01:21:40,20.956,107.0946,85.91,69,11,4.18
356,Tongling,CN,2021-07-16 01:21:40,30.95,117.7833,84.83,77,100,2.62
357,Poum,NC,2021-07-16 01:21:41,-20.2333,164.0167,74.59,78,100,5.86
358,Humberto De Campos,BR,2021-07-16 01:21:41,-2.5983,-43.4611,75.16,90,72,4.18
359,Karatau,KZ,2021-07-16 01:21:41,43.1667,70.4667,65.48,35,100,3.4
360,Krivosheino,RU,2021-07-16 01:21:41,57.3431,83.9261,54.16,84,100,10.67
361,Semey,KZ,2021-07-16 01:21:42,50.4111,80.2275,55.62,71,0,4.47
362,Mount Gambier,AU,2021-07-16 01:21:42,-37.8333,140.7667,53.56,82,54,11.74
363,Wurzen,DE,2021-07-16 01:21:42,51.3667,12.7333,65.1,91,59,4.25
364,Talnakh,RU,2021-07-16 01:21:42,69.4865,88.3972,58.03,55,100,7.96
365,Ahuimanu,US,2021-07-16 01:21:42,21.4447,-157.8378,87.51,60,40,17.27
366,Banepa,NP,2021-07-16 01:21:43,27.6298,85.5214,68.32,100,75,2.3
367,Bonavista,CA,2021-07-16 01:21:43,48.6499,-53.1147,62.6,83,93,17.29
368,Spermezeu,RO,2021-07-16 01:21:43,47.3,24.15,67.57,87,100,0.2
369,Teknaf,BD,2021-07-16 01:21:43,20.8624,92.3058,81.66,84,100,4.9
370,Hailar,CN,2021-07-16 01:21:43,49.2,119.7,76.98,56,4,6.51
371,Yurga,RU,2021-07-16 01:21:44,55.7231,84.8861,55.08,78,31,15.21
372,Sucre,BO,2021-07-16 01:21:44,-19.0333,-65.2627,51.42,83,75,6.26
373,La Romana,DO,2021-07-16 01:18:42,18.4273,-68.9728,80.96,78,75,0.0
374,Divnomorskoye,RU,2021-07-16 01:21:44,44.5011,38.1353,73.24,66,0,5.77
375,Svobodnyy,RU,2021-07-16 01:21:44,51.4,128.1333,81.99,62,100,11.56
376,Porto Belo,BR,2021-07-16 01:21:45,-27.1578,-48.5531,68.16,91,100,6.87
377,Itaituba,BR,2021-07-16 01:21:45,-4.2761,-55.9836,77.7,62,5,1.3
378,Khandyga,RU,2021-07-16 01:21:45,62.6667,135.6,65.95,67,100,3.18
379,Lamu,KE,2021-07-16 01:21:45,-2.2717,40.902,75.42,78,100,15.61
380,Fairbanks,US,2021-07-16 01:17:35,64.8378,-147.7164,78.76,37,40,9.22
381,Tonota,BW,2021-07-16 01:21:46,-21.4833,27.4833,51.49,94,70,10.0
382,Port Lincoln,AU,2021-07-16 01:21:46,-34.7333,135.8667,55.76,76,0,28.86
383,Tilichiki,RU,2021-07-16 01:21:46,60.4667,166.1,57.96,79,100,7.67
384,Nguru,NG,2021-07-16 01:21:46,12.8791,10.4526,82.87,54,84,13.96
385,Ust-Ilimsk,RU,2021-07-16 01:21:46,58.0006,102.6619,78.91,46,56,4.14
386,Iranshahr,IR,2021-07-16 01:21:47,27.2025,60.6848,83.75,63,100,1.81
387,Alyangula,AU,2021-07-16 01:21:47,-13.8483,136.4192,81.1,64,98,2.26
388,Bay Saint Louis,US,2021-07-16 01:21:47,30.3088,-89.33,84.02,77,40,6.91
389,Aneho,TG,2021-07-16 01:21:47,6.2333,1.6,76.91,86,100,11.07
390,Bambous Virieux,MU,2021-07-16 01:21:48,-20.3428,57.7575,70.21,83,40,12.66
391,Berlevag,NO,2021-07-16 01:21:48,70.8578,29.0864,50.54,89,100,16.35
392,Gushikawa,JP,2021-07-16 01:21:48,26.3544,127.8686,87.39,66,40,16.11
393,Camacha,PT,2021-07-16 01:21:48,33.0833,-16.3333,69.53,77,75,8.05
394,Tahe,CN,2021-07-16 01:21:49,52.3333,124.7333,76.59,64,0,7.87
395,Show Low,US,2021-07-16 01:20:12,34.2542,-110.0298,80.89,52,75,10.36
396,Rockport,US,2021-07-16 01:20:32,28.0206,-97.0544,86.25,82,1,4.0
397,Komsomolskiy,UZ,2021-07-16 01:21:49,40.4272,71.7189,75.92,35,100,6.91
398,Narsaq,GL,2021-07-16 01:21:49,60.9167,-46.05,53.82,71,100,1.43
399,Kayes,ML,2021-07-16 01:21:49,14.0,-11.0,75.22,88,100,12.84
400,Tarakan,ID,2021-07-16 01:19:55,3.3,117.6333,80.1,83,75,6.91
401,Swellendam,ZA,2021-07-16 01:21:49,-34.0226,20.4417,41.38,45,0,3.76
402,Ngunguru,NZ,2021-07-16 01:21:50,-35.6167,174.5,63.16,71,10,21.83
403,Sindou,BF,2021-07-16 01:21:50,10.6667,-5.1667,75.25,79,74,3.56
404,Huarmey,PE,2021-07-16 01:21:50,-10.0681,-78.1522,64.15,84,8,11.21
405,Kalmunai,LK,2021-07-16 01:21:50,7.4167,81.8167,80.15,81,100,0.78
406,Evensk,RU,2021-07-16 01:21:51,61.95,159.2333,67.3,68,100,7.25
407,Goderich,CA,2021-07-16 01:21:51,43.7501,-81.7165,68.92,83,100,6.91
408,Jiayuguan,CN,2021-07-16 01:21:51,39.8167,98.3,75.18,36,0,1.5
409,Katherine,AU,2021-07-16 01:21:51,-14.4667,132.2667,82.72,47,100,4.61
410,Porgera,PG,2021-07-16 01:21:52,-5.4667,143.2,58.26,58,100,1.36
411,Uarini,BR,2021-07-16 01:21:52,-2.99,-65.1083,72.7,98,69,2.28
412,Arucas,ES,2021-07-16 01:21:52,28.1198,-15.5233,66.97,77,18,9.71
413,Half Moon Bay,US,2021-07-16 01:21:52,37.4636,-122.4286,78.15,74,1,11.5
414,Funchal,PT,2021-07-16 01:17:29,32.6333,-16.9,73.0,78,20,1.01
415,Najran,SA,2021-07-16 01:21:52,17.4924,44.1277,84.85,26,100,2.17
416,Necochea,AR,2021-07-16 01:21:53,-38.5473,-58.7368,42.87,67,0,8.21
417,Griffith,US,2021-07-16 01:21:53,41.5284,-87.4237,75.69,83,90,4.61
418,Lodja,CD,2021-07-16 01:21:53,-3.4833,23.4333,75.88,34,92,2.44
419,Mbandaka,CD,2021-07-16 01:21:53,0.0487,18.2603,71.62,70,100,2.46
420,Algiers,DZ,2021-07-16 01:21:53,36.7525,3.042,67.82,88,20,1.14
421,Sinnamary,GF,2021-07-16 01:21:54,5.3833,-52.95,77.7,83,38,7.07
422,Amahai,ID,2021-07-16 01:21:54,-3.3333,128.9167,80.47,81,96,2.86
423,Aracati,BR,2021-07-16 01:21:54,-4.5617,-37.7697,78.19,80,46,11.27
424,Broome,US,2021-07-16 01:21:54,42.2506,-75.833,77.58,75,1,1.99
425,Tallahassee,US,2021-07-16 01:18:16,30.4383,-84.2807,81.64,90,75,6.91
426,Sinazongwe,ZM,2021-07-16 01:21:55,-17.2614,27.4618,63.77,73,19,3.49
427,Birnin Kebbi,NG,2021-07-16 01:21:55,12.4539,4.1975,83.71,62,100,8.75
428,Tuatapere,NZ,2021-07-16 01:21:55,-46.1333,167.6833,55.81,84,11,5.19
429,Lozovo,MK,2021-07-16 01:21:55,41.7839,21.9056,71.04,59,0,2.42
430,Havre-Saint-Pierre,CA,2021-07-16 01:21:56,50.2334,-63.5986,61.16,94,75,2.3
431,Izhma,RU,2021-07-16 01:21:56,65.0083,53.9113,56.79,75,7,6.29
432,Chernyshevskiy,RU,2021-07-16 01:21:56,63.0128,112.4714,65.12,44,0,2.57
433,Mitu,CO,2021-07-16 01:20:00,1.1983,-70.1733,71.44,98,45,1.01
434,Payo,ID,2021-07-16 01:21:56,-3.7508,103.6372,77.11,79,70,0.85
435,Baruun-Urt,MN,2021-07-16 01:21:57,46.6806,113.2792,80.1,39,100,7.23
436,Redwater,US,2021-07-16 01:21:57,33.3582,-94.2544,82.69,73,89,7.72
437,Ishigaki,JP,2021-07-16 01:19:31,24.3448,124.1572,86.13,74,75,11.5
438,Ambilobe,MG,2021-07-16 01:21:57,-13.2,49.05,67.59,71,72,2.42
439,Iowa City,US,2021-07-16 01:21:57,41.6611,-91.5302,75.85,80,85,3.87
440,Sile,TR,2021-07-16 01:21:57,41.1754,29.6133,72.57,78,0,7.72
441,Pokosnoye,RU,2021-07-16 01:21:58,55.5258,101.0536,74.79,48,90,1.7
442,Olean,US,2021-07-16 01:21:58,42.0776,-78.4297,75.88,81,40,8.03
443,Bilibino,RU,2021-07-16 01:21:58,68.0546,166.4372,45.34,93,100,1.95
444,Tautira,PF,2021-07-16 01:21:58,-17.7333,-149.15,80.62,80,1,14.58
445,Santa Cruz De La Palma,ES,2021-07-16 01:21:59,28.6835,-17.7642,69.94,78,20,13.8
446,Aguimes,ES,2021-07-16 01:21:59,27.9054,-15.4461,66.83,78,20,28.77
447,Durban,ZA,2021-07-16 01:21:59,-29.8579,31.0292,53.02,77,0,3.0
448,Coromandel,BR,2021-07-16 01:21:59,-18.4733,-47.2003,61.86,54,0,3.22
449,Tsiroanomandidy,MG,2021-07-16 01:21:59,-18.7667,46.0333,53.64,73,1,2.37
450,Lakatoro,VU,2021-07-16 01:22:00,-16.0999,167.4164,82.44,72,8,12.71
451,Nacala,MZ,2021-07-16 01:22:00,-14.5428,40.6728,67.39,86,0,9.84
452,Ajdabiya,LY,2021-07-16 01:22:00,30.7554,20.2263,76.33,88,0,11.77
453,Sur,OM,2021-07-16 01:22:00,22.5667,59.5289,84.54,80,100,14.38
454,Pathein,MM,2021-07-16 01:22:01,16.7833,94.7333,80.73,84,100,2.44
455,Cabo San Lucas,MX,2021-07-16 01:17:51,22.8909,-109.9124,95.5,45,1,11.5
456,Henties Bay,NA,2021-07-16 01:22:01,-22.116,14.2845,59.86,47,0,3.71
457,Loanda,AO,2021-07-16 01:20:56,-8.8368,13.2343,68.83,93,31,6.13
458,Isiro,CD,2021-07-16 01:22:01,2.7739,27.616,65.32,99,74,2.46
459,Jumla,NP,2021-07-16 01:22:01,29.2747,82.1838,63.21,96,100,1.3
460,Grand-Santi,GF,2021-07-16 01:22:02,4.25,-54.3833,72.54,98,100,1.97
461,Slave Lake,CA,2021-07-16 01:22:02,55.2834,-114.769,73.38,56,1,12.66
462,Malkangiri,IN,2021-07-16 01:22:02,18.35,81.9,77.86,88,92,0.85
463,Asosa,ET,2021-07-16 01:22:02,10.0667,34.5333,61.5,85,100,2.19
464,Sioux Lookout,CA,2021-07-16 01:22:03,50.1001,-91.917,77.38,46,75,3.44
465,Cornereva,RO,2021-07-16 01:22:03,45.0667,22.4167,65.03,68,36,4.47
466,Labuhan,ID,2021-07-16 01:22:03,-6.8844,112.2051,78.78,69,100,5.57
467,Mitsamiouli,KM,2021-07-16 01:22:03,-11.3847,43.2844,77.07,62,1,9.66
468,Derzhavinsk,KZ,2021-07-16 01:22:03,51.1,66.3167,54.7,73,100,4.94
469,The Valley,AI,2021-07-16 01:22:04,18.217,-63.0578,81.82,75,7,18.92
470,Saint-Louis,SN,2021-07-16 01:22:04,16.3333,-15.0,80.28,65,73,13.18
471,Rawson,AR,2021-07-16 01:20:51,-43.3002,-65.1023,47.41,53,100,10.27
472,Matay,EG,2021-07-16 01:22:04,28.419,30.7792,81.68,47,3,8.68
473,Tabou,CI,2021-07-16 01:22:04,4.423,-7.3528,76.75,80,100,7.0
474,Kishanganj,IN,2021-07-16 01:22:05,26.1167,87.9333,80.42,85,69,3.96
475,Cottonwood Heights,US,2021-07-16 01:17:16,40.6197,-111.8102,90.05,25,40,8.99
476,Tomatlan,MX,2021-07-16 01:22:05,19.9333,-105.25,81.88,85,100,1.68
477,Van,TR,2021-07-16 01:22:05,38.4924,43.3831,60.15,67,40,3.44
478,Xining,CN,2021-07-16 01:22:05,36.6167,101.7667,64.72,63,72,1.66
479,Geraldton,AU,2021-07-16 01:19:17,-28.7667,114.6,54.01,94,90,11.5
480,Marystown,CA,2021-07-16 01:22:06,47.1666,-55.1483,55.2,92,82,7.07
481,Alekseyevsk,RU,2021-07-16 01:22:06,57.8406,108.3492,68.49,80,99,2.59
482,Alta Floresta,BR,2021-07-16 01:22:06,-9.8756,-56.0861,74.16,41,0,3.78
483,Krasnovishersk,RU,2021-07-16 01:22:06,60.4078,57.082,57.15,94,100,2.71
484,Taksimo,RU,2021-07-16 01:22:07,56.3444,114.8794,73.35,56,90,2.3
485,Oga,IT,2021-07-16 01:22:07,46.4631,10.347,48.69,93,100,3.94
486,Nyurba,RU,2021-07-16 01:22:07,63.2842,118.3319,65.41,43,43,3.69
487,Waipawa,NZ,2021-07-16 01:22:07,-41.4122,175.5153,53.46,74,100,17.11
488,Huaraz,PE,2021-07-16 01:22:07,-9.5333,-77.5333,54.09,63,0,2.89
489,Lyuban,BY,2021-07-16 01:22:08,52.7985,28.0048,67.68,91,0,4.92
490,Vuktyl,RU,2021-07-16 01:22:08,63.8567,57.3094,60.01,70,68,3.98
491,Cusuna,HN,2021-07-16 01:22:08,15.85,-85.2333,77.11,89,23,4.83
492,Carutapera,BR,2021-07-16 01:22:08,-1.195,-46.02,75.54,89,96,6.46
493,Svetlogorsk,BY,2021-07-16 01:22:09,52.6333,29.7333,66.58,91,0,2.8
494,Punta Alta,AR,2021-07-16 01:22:09,-38.8759,-62.0736,47.01,51,78,9.78
495,Miri,MY,2021-07-16 01:22:09,4.4148,114.0089,82.54,74,20,0.0
496,Sampit,ID,2021-07-16 01:22:09,-2.5333,112.95,75.67,85,100,0.98
497,Nelson Bay,AU,2021-07-16 01:22:09,-32.7167,152.15,67.95,60,7,5.01
498,Saint-Augustin,CA,2021-07-16 01:22:10,51.226,-58.6502,58.21,98,96,13.69
499,Luena,AO,2021-07-16 01:22:10,-11.7833,19.9167,54.43,46,0,3.94
500,Acari,PE,2021-07-16 01:22:11,-15.4311,-74.6158,63.64,82,29,2.73
501,Yagodnoye,RU,2021-07-16 01:22:11,62.55,149.6667,67.66,56,100,5.03
502,Port Hardy,CA,2021-07-16 01:22:12,50.6996,-127.4199,64.58,68,75,5.75
503,Helsinki,FI,2021-07-16 01:20:57,60.1695,24.9355,70.61,84,0,3.44
504,Mendoza,AR,2021-07-16 01:22:12,-32.8908,-68.8272,45.93,61,0,2.3
505,Cochabamba,BO,2021-07-16 01:22:12,-17.3895,-66.1568,62.35,45,40,9.22
506,Calama,CL,2021-07-16 01:22:12,-22.4667,-68.9333,46.89,29,0,5.75
507,Sechura,PE,2021-07-16 01:19:35,-5.5569,-80.8222,66.94,77,1,16.46
508,Zverinogolovskoye,RU,2021-07-16 01:22:13,54.4586,64.8542,49.21,94,24,6.38
509,Mersing,MY,2021-07-16 01:22:13,2.4312,103.8405,80.51,89,40,3.44
510,Guane,CU,2021-07-16 01:22:13,22.2025,-84.0875,78.4,82,62,4.32
511,Urumqi,CN,2021-07-16 01:22:13,43.801,87.6005,76.15,36,0,8.95
512,Peniche,PT,2021-07-16 01:22:13,39.3558,-9.3811,76.48,76,0,3.49
513,Mercedes,AR,2021-07-16 01:22:14,-34.6515,-59.4307,51.03,64,0,4.03
514,Shingu,JP,2021-07-16 01:22:14,33.7333,135.9833,78.91,93,100,8.43
515,Det Udom,TH,2021-07-16 01:22:14,14.906,105.0784,78.62,90,100,8.39
516,Black River,JM,2021-07-16 01:22:14,18.0264,-77.8487,78.8,78,17,7.18
517,Brae,GB,2021-07-16 01:22:15,60.3964,-1.353,55.31,88,100,20.49
518,Kamaishi,JP,2021-07-16 01:22:15,39.2667,141.8833,79.75,75,20,6.53
519,Chowchilla,US,2021-07-16 01:22:15,37.123,-120.2602,101.57,20,1,11.5
520,Belmonte,BR,2021-07-16 01:22:15,-15.8631,-38.8828,72.1,86,0,4.16
521,Punta Cardon,VE,2021-07-16 01:22:15,11.6581,-70.215,79.63,81,79,30.96
522,Churapcha,RU,2021-07-16 01:22:16,62.0025,132.4325,71.8,52,100,6.35
523,Lima,PE,2021-07-16 01:22:16,-12.0432,-77.0282,61.05,87,90,9.22
524,Gold Coast,AU,2021-07-16 01:22:16,-28.0,153.4333,77.29,72,75,12.66
525,Bati,ET,2021-07-16 01:22:16,11.1833,40.0167,72.05,62,100,1.45
526,Ojinaga,MX,2021-07-16 01:22:16,29.5667,-104.4167,95.95,23,40,6.91
527,Coquimbo,CL,2021-07-16 01:22:17,-29.9533,-71.3436,49.73,87,0,2.3
528,Bereda,ES,2021-07-16 01:22:17,43.2686,-7.5406,60.91,100,63,5.61
529,Dilla,ET,2021-07-16 01:22:17,6.41,38.31,60.35,85,100,2.98
530,Nacogdoches,US,2021-07-16 01:22:17,31.6002,-94.6335,78.98,96,1,8.05
531,Conselheiro Pena,BR,2021-07-16 01:22:18,-19.1722,-41.4722,69.19,70,3,3.18
532,Luangwa,ZM,2021-07-16 01:22:18,-15.6167,30.4167,64.04,73,6,7.14
533,Bairiki,KI,2021-07-16 01:22:18,1.3292,172.9752,86.0,79,75,11.5
534,Hudson Bay,CA,2021-07-16 01:22:18,52.85,-102.3842,88.74,29,11,8.03
535,Guerrero Negro,MX,2021-07-16 01:21:17,27.9769,-114.0611,73.17,70,0,18.95
536,San Vicente,AR,2021-07-16 01:17:39,-26.6167,-54.1333,51.8,97,100,4.29
537,Barranca,PE,2021-07-16 01:22:19,-10.75,-77.7667,62.6,83,46,9.17
538,Isangel,VU,2021-07-16 01:22:19,-19.55,169.2667,78.51,78,23,15.01
539,Boa Vista,BR,2021-07-16 01:22:19,2.8197,-60.6733,75.18,94,75,6.91
540,Castries,LC,2021-07-16 01:22:19,13.9957,-61.0061,80.67,80,100,13.53
541,Miramar,US,2021-07-16 01:22:20,25.9873,-80.2323,83.01,77,40,13.8
542,Haslett,US,2021-07-16 01:22:20,42.747,-84.4011,74.16,81,20,6.91
543,Estrela,BR,2021-07-16 01:22:20,-28.0611,-50.9383,52.93,97,100,6.13
544,Coahuayana,MX,2021-07-16 01:22:20,18.7333,-103.6833,81.88,93,100,1.41
545,Glendive,US,2021-07-16 01:22:20,47.1053,-104.7125,94.62,21,1,5.75
546,Brenham,US,2021-07-16 01:20:29,30.1669,-96.3977,87.22,77,1,4.61
547,Galashki,RU,2021-07-16 01:22:21,43.1136,44.9894,59.52,45,0,6.6
548,Shieli,KZ,2021-07-16 01:22:21,44.1667,66.75,68.43,29,0,3.65
549,Gat,IL,2021-07-16 01:22:21,31.61,34.7642,82.4,84,0,2.28
550,Moyamba,SL,2021-07-16 01:22:21,8.1667,-12.4333,72.36,99,100,1.43
551,Kyra,RU,2021-07-16 01:22:21,49.5776,111.9753,72.12,55,70,1.54
552,Ugra,RU,2021-07-16 01:22:22,54.7777,34.3267,62.98,96,1,3.83
553,Mujiayingzi,CN,2021-07-16 01:22:22,42.1167,118.7833,76.1,80,100,3.49
554,Port Hedland,AU,2021-07-16 01:19:19,-20.3167,118.5667,69.85,30,8,19.57
555,Valdivia,CL,2021-07-16 01:22:22,-39.8142,-73.2459,47.46,98,100,2.66
556,La Libertad,EC,2021-07-16 01:22:22,-2.2333,-80.9,68.7,87,100,10.4
557,Karlstad,SE,2021-07-16 01:22:23,59.3793,13.5036,66.76,100,35,9.22
558,Mananara,MG,2021-07-16 01:22:23,-16.1667,49.7667,65.71,91,84,6.96
559,Sarakhs,IR,2021-07-16 01:22:23,36.5449,61.1577,75.34,41,66,2.3
560,Shache,CN,2021-07-16 01:22:23,38.4167,77.2406,75.27,41,0,10.56
561,Consolacion Del Sur,CU,2021-07-16 01:22:24,22.5047,-83.5136,77.49,83,23,5.39
562,Gorontalo,ID,2021-07-16 01:22:24,0.5412,123.0595,78.44,92,100,1.7
563,Kannangad,IN,2021-07-16 01:22:24,12.3081,75.1063,76.1,93,100,6.11
564,Altamira,BR,2021-07-16 01:22:24,-3.2033,-52.2064,76.26,63,12,2.3
565,Kampot,KH,2021-07-16 01:18:14,10.6167,104.1833,77.05,81,100,2.64
566,Bronnoysund,NO,2021-07-16 01:22:24,65.4625,12.1997,55.4,76,75,13.8
